text,label
When will a vaccine be available for my kids,3
I love the vaccine.,3
Should I get Moderna if I had surgery 1 month ago.,3
where can i go to get a vaccine,3
When can I get my booster?,3
do i need a booster to protect me from variants?,3
should i get all vaccines together?,3
"Hello , I want to vaccinate my 13 years old daughter but we live in LOCATION ( we are from LOCATION ) and  for the 2nd dose , she couldn't enter in the US . What can I do , please ?",3
Can you get the vaccine if you are sick with influenza,3
How long before I need a booster shot,3
I have MS.  Should I get the booster.  I had two Moderna vaccinations a few months ago.,3
What are your recommendations PERSON fully vaccinated individuals still wear masks when in indoor spaces with folks that aren't  yet fully vaccinated?,3
Are booster shots available in Chester County?,3
"How can I increase the edficiancy of my vaccination, when I got already two Biontech injections?",3
where can I get vaccinated in baltimore city?,3
"Between Pfizier and PERSON, which vaccine is better ?",3
"Hello chatbot, is ok to vaccine children ?",3
How can I find a vaccine,3
how do I convince patients to get vaccinated,3
Are they going to give booster shots yet.,3
Am I eligible for a booster?,3
what is the best vaccination,3
Can people who had Covid in the last 90 days receive a booster,3
Are any adverse reactions associated to the covid 19 vaccine?,3
where can i get the johnson and johnson vaccine,3
I had the J&J shot and can only get the J&J shot because of allergies. When can I get a booster?,3
Should I get an antibody test prior to getting a booster shot,3
How soon can I get vaccinated after having covid,3
where do I get the shot,3
What are vaccination risks for an adolescent boy aged 16 years? Which vaccine is recommended?,3
Can I get a Pfizer booster shot since I became fully vaccinated 6 months ago?,3
which vaccine should I get if I am on the birth control pill?,3
Do you have Johnson COVID vaccine and can I schedule a booster?,3
I just recovered from infection and i wish to  get vaccinated tomorrow,3
Can I get Moderna if I got Pfizer,3
I got Johnson & Johnson,3
is it ok to get two different vaccines,3
Do I need a booster for Delta?,3
How long do you have to wait to get your booster,3
which vaccine should i get?,3
Which vaccine should I get ?,3
I love the vaccine,3
Vaccination locations near me,3
How soon can I get the vaccine after I had Covid,3
I like the vaccine.,3
Can I receive covid 19 and flu vaccine simultaneously?,3
When can I get a booster? I work in education and am concerned about being with young children.,3
will insurence cover my vaccine,3
when will i need a booster dose,3
can i take pfizzer vaccine as 2nd dose after 12 weeks from astrazenca 1st dose,3
which vaccine is the best for a 15 year old,3
I received the pfizer vaccine. what booster should I get?,3
My child is 11 but I'm thinking about lying and saying that he is 12 so he can get vaccinated. Is this a bad idea?,3
Do I need a booster for my J & J shot?,3
How late may I get the 2nd dose of Pfizer?,3
I am vaccinated. Can I now get other vaccinations?,3
"If I live in LOCATION, where do I get a vaccine?",3
What brand vaccine is best for 65 year old women diabetic,3
can pets get vaccinated,3
My parents don't want me to get vaccinated but I want to get vaccinated. How can I do this?,3
Can I get my second dose from a different source,3
I am a 39  year old healthcare worker. I got my second Moderna vaccination in February 2021. Should I receive a booster?,3
Is it better to get AstraZeneca vaccine now or wait for mRNA vaccine?,3
I'd like to get vaccines,3
Can i have a vaccine in iran ?,3
Where to get vacccin?,3
Which vaccine is recommended for a cancer patient,3
Hello! What is the best vaccine to receive,3
Will they offer supplemental shots for those who received the Johnson and Johnson vaccine,3
i got 2 pfizer vaccines.  will i need a booster,3
How many times do I need to be vaccinated?,3
On Avonex and an aromatase inhibitor (anastozole) is it Ok to take booster?,3
why the hell won't people get vaccinated?,3
Should I get the booster?,3
can i get the vaccine as a minor?,3
I have Johnson and Johnson vaccine. Should I get a booster,3
"How soon, after getting Covid-19 and isolating for ten days, can one get a vaccine?",3
What vaccine should I get,3
Your answer was clear,3
Where can I get booster,3
Which booster should I take?,3
can one be vaccinated by two types of vaccines,3
I'm undocumented. Can I get the vaccine,3
Is the Moderna booster available,3
What age do i need to be to get the vaccine?,3
Where can I get a vaccine in Baltimore?,3
Can I mix and match vaccinations,3
i need a booster how do i get one,3
How many total shots should immune suppressed person get?,3
When can young kids get their vaccines,3
Can I just get the first vaccine and not the second?,3
Do i need a booster,3
where can you get vaccinated,3
When should I get vaccinated?,3
Would I need a booster shot after being vaccinated by Pfizer?,3
Should I take a booster shot?,3
I am vaccinated. Can I still get long COVID?,3
when should i get the vaccine,3
When is safe for a pregnant woman to get the shot?,3
Should I get a third dose of the vaccine?,3
when should. I get my booster?,3
Can I take vaccine while I am on anticoagulant,3
"I'm 56 years old and was vaccinated on April 8, 2021 (Johnson & Johnson). Do I need a booster?",3
Hi I need to book for my second Covid dose of Pfizer,3
how many doses do you need of the vaccine,3
do i need a third shot of mRNA vaccine?,3
what booster vaccine should I get,3
What can I tell my friends to convince them to get vaccinated?,3
"I'm double Vacc'ed. Dr think I need the booster. I took Moderna for the first 2, so should I wait for the Moderna to be approved by the FDA or go ahead with the Phizer?",3
Could I get vaccinated while I am taking antibiotics?,3
Should I get Pfizer or moderna,3
Which vaccine and how many doses should  I get if I received already one dose of Sputnik V vaccine?,3
where can i get the vaccine?,3
How long will the Moderna vaccine last once I have my second shot?,3
What kind of booster shot can I get if I have the J&J vaccine?,3
Do you have available the J&J booster?,3
"I got the janssen vaccine, am i protected against all variants?",3
How can I get vaccination,3
where are covid vaccination locations,3
What is the best vaccine for a young woman (28 years old)?,3
should i take the third vaccination for the dlta?,3
Does the JNJ vaccine need a booster shot?,3
When can I get a booster,3
When will I need a booster dose?,3
Sign up for child vaccine trial,3
where can i get a covid-19 vaccine?,3
which vaccine is safer ?,3
Can we mix Pfizer and Moderna vaccine,3
do i need a booster vaccination?,3
What kind of medical conditions need a booster,3
Should I mix and match booster,3
which vacine should i get,3
Which vaccine is the most effective?,3
How Many days should I wait for vaccine second dose if I had covid,3
When will my child be able to be vaccinated,3
For how long stand the immunization ?,3
can I get vaccinated,3
I am 70 years old. and live in an area where many are unvaccinated.Would I be better off getting a third shot of the Moderna Vaccine now or waiting forthe booster approval?,3
how do i geta vaccine,3
I am fully vaccinated since March- Pfizer.,3
Where I can get the covid vaccine in Houston?,3
how long do i wait after having covid before getting the vaccine,3
Do I need to show a driver's license to get a vaccine?,3
when will moderna booster be available,3
could I mix covid-19 vaccine to obtain better protection?,3
When will a vaccine be available for my 2 year old?,3
Do we need a booster yet?,3
I am 25 and want to get vaccinated. Which vaccine should I get,3
"I want to get vaccinated, but I am pregnant. What should I do?",3
"I already got two shots, and I'm 50; should I get the third shot?",3
is there available vaccine ?,3
I have taken the 2 shot Naderna vaccine in April of 2021 do I need the booster shot?,3
I had one dose of Pfizer 95 days ago. Can I still be protected getting a late second dose?,3
Will I need to be vaccinated for covid every year ?,3
Should a pregnant woman get a booster shot?,3
Where are there vaccines available near me?,3
I'm 17 years old. Can I get vaccinated?,3
Can I mix and match boosters,3
I have been vaccinated,3
Do I need a third vaccine shot?,3
"After 2 shots of Sinopharm vaccine , when can I take a Pfizer Vaccine ?",3
what is the most effective vaccine against COVID-19?,3
what is the best vaccine agains the delta variant?,3
Should I get the booster shot?,3
Which is the best shot to take Madonna or Pfizer,3
Can we take Sputnik 2nd dose after 2 months gap?,3
should i get a booster shot,3
Vaccine near me,3
"If I've gotten the Johnson and Johnson vaccine, can I get a different brand for a second dose?",3
Vaccinations near me,3
How can you convince someone to get vaccinated?,3
When will vaccine be available for children under 12?,3
where can i get a vaccine appointment,3
Third dose for immunocompromised?,3
What is the safest vaccine,3
Can I take 3 doses?,3
can my child get a covid vaccine,3
if ive already had covid can i get the vaccine,3
I am vacinated,3
"ok, but will I need to continue to wear a mask after being vaccinated?",3
Is celiac disease one of the autoimmune disorders that would qualify for the third  Pfizer booster vaccine?,3
can i get all 3 vaccines,3
When can I get a Covid booster shot?,3
where can I book appointment for Childs covid vaccine?,3
will i need a third shot of vaccin,3
How do I convince people to get vaccinated?,3
"I have received both my Moderna vaccines, when can I get a booster?",3
I have already received the Johnson&Johnson Covid-19  vaccine which was only a 1 time dose. I would like to get the additional vaccine booster shot asap when there is an appointment available p,3
when can my kids get vaccinated,3
How can I get vaccination without my husband knowing?,3
Can I get the Pfizer vaccine if I have already had the J and J vaccine?,3
I'm a senior citizen. Can I get the Pfizer booster shot at your facility. My previous shots were  Moderna. Do you accept walk -in patients?,3
"Ok, that's fair. But what if I want the best chance of preventing infection in order to protect others? Which vaccine is best then?",3
How long after infection should I get second dose,3
Can I get a third shot pFizer if I had Covid after the first 2 shots,3
