sentence,label,label_idx
Is it dangerous to be vaccinated when you are taking prescription tablets.,I am concerned about getting the vaccine because of my medications.,58
I am worried the vaccine would not be compatible with my medications.,I am concerned about getting the vaccine because of my medications.,58
Is it dangerous to get the COVID-19 vaccine if I have a pre-existing condition?,I am concerned getting the vaccine because I have a pre-existing condition,5
It should be informed if people with conditions can be vaccinated,I am concerned getting the vaccine because I have a pre-existing condition,5
"I have cancer, should I still get the vaccine",I am concerned getting the vaccine because I have a pre-existing condition,5
Those with certain pre-existing conditions are at a higher risk of severe illness if ... allergic reaction is expected as more people get vaccinated.,I am concerned getting the vaccine because I have a pre-existing condition,5
"I have a blood disorder that requires regular transfusions, is it safe for me to get the Covid vaccine?",I am concerned getting the vaccine because I have a pre-existing condition,5
Will my cancer treatments change how the Covid vaccine will work in my body?,I am concerned getting the vaccine because I have a pre-existing condition,5
hypertensive people can get the vaccine?,I am concerned getting the vaccine because I have a pre-existing condition,5
I'm worried about getting the vaccine for an infringement,I am concerned getting the vaccine because I have a pre-existing condition,5
will be evaluated before receiving the vaccine,I am concerned getting the vaccine because I have a pre-existing condition,5
"what if i have allergy or other diseases,will the vaccine affect me in more negative ways?",I am concerned getting the vaccine because I have a pre-existing condition,5
How safe is it to get vaccinated if you have a medical condition?,I am concerned getting the vaccine because I have a pre-existing condition,5
"I have a pre-existing condition, how will the vaccine affect it",I am concerned getting the vaccine because I have a pre-existing condition,5
Is the vaccine safe if I have heart problems?,I am concerned getting the vaccine because I have a pre-existing condition,5
I am worried that if I get the vaccine will hurt me because of pre-existing conditions,I am concerned getting the vaccine because I have a pre-existing condition,5
I'm concerned that the vaccine makes underlying diseases worse,I am concerned getting the vaccine because I have a pre-existing condition,5
I am worried about the covid-19 vaccine since I have another disease,I am concerned getting the vaccine because I have a pre-existing condition,5
I am concerned getting the vaccine because I have a pre-existing condition,I am concerned getting the vaccine because I have a pre-existing condition,5
if i have a pre-existing condition will i be fine after the vaccine ?,I am concerned getting the vaccine because I have a pre-existing condition,5
I have an old condition and I don't know how it affects me,I am concerned getting the vaccine because I have a pre-existing condition,5
Can I be in danger because of a pre existing condition?,I am concerned getting the vaccine because I have a pre-existing condition,5
"I do not know how effective this vaccine is, because it caused my brother to have troubling side effects",I am concerned getting the vaccine because I have a pre-existing condition,5
"if i have a pre-existing condition, should i take the vaccine?",I am concerned getting the vaccine because I have a pre-existing condition,5
maybe my condition will getting worse with taking the vaccine,I am concerned getting the vaccine because I have a pre-existing condition,5
Do i need to check with my doctor about my ongoing illnesses before getting the shot,I am concerned getting the vaccine because I have a pre-existing condition,5
"As I have an pre existing medical condition, is the vaccine going to be safe for me?",I am concerned getting the vaccine because I have a pre-existing condition,5
Can pre-existing conditions cause bad side effects?,I am concerned getting the vaccine because I have a pre-existing condition,5
With my pre-existing condition I am afraid of taking the vaccine.,I am concerned getting the vaccine because I have a pre-existing condition,5
I have an existing disease and the idea of ​​a vaccine terrifies me,I am concerned getting the vaccine because I have a pre-existing condition,5
"If I have diabetes, does the vaccine affect me?",I am concerned getting the vaccine because I have a pre-existing condition,5
receiving the vaccine would be dangerous since I have a pre-existing condition,I am concerned getting the vaccine because I have a pre-existing condition,5
How dangerous is the vaccine for people with pre-existing conditions?,I am concerned getting the vaccine because I have a pre-existing condition,5
I have a pre-exisiting condition and am afraid the vaccine can cause me harm.,I am concerned getting the vaccine because I have a pre-existing condition,5
WILL THIS VACCINE CAUSE SIDE EFFECTS IN OTHER DISEASES?,I am concerned getting the vaccine because I have a pre-existing condition,5
I don't know how safe the vaccine is with diabetes.,I am concerned getting the vaccine because I have a pre-existing condition,5
Should only healthy people get the vaccine?,I am concerned getting the vaccine because I have a pre-existing condition,5
Is it safe for people with pre-existing conditions to get the COVID-19 vaccine?,I am concerned getting the vaccine because I have a pre-existing condition,5
Does having a pre-exisiting condition put me at higher risk for taking the vaccine?,I am concerned getting the vaccine because I have a pre-existing condition,5
I am afraid that it is not 100% safe or that it may affect me on a personal level since I have a chronic skin disease,I am concerned getting the vaccine because I have a pre-existing condition,5
What will be the effect on my pre-existing condition,I am concerned getting the vaccine because I have a pre-existing condition,5
how does this effect pre-existing conditions?,I am concerned getting the vaccine because I have a pre-existing condition,5
am fear for vaccine because have preexisting condition,I am concerned getting the vaccine because I have a pre-existing condition,5
Is it dangerous to get the vaccine if I have a medical condition?,I am concerned getting the vaccine because I have a pre-existing condition,5
"I have a persistent condition, is it safe to get the vaccine?",I am concerned getting the vaccine because I have a pre-existing condition,5
I dont know if this vaccine will be safe for me I'm worried as I have a pre existing condition,I am concerned getting the vaccine because I have a pre-existing condition,5
Is the vaccine going to be safe for me as I have an underlying medical condition?,I am concerned getting the vaccine because I have a pre-existing condition,5
My trust in the government is questionable.,I am not sure if I can trust the government,8
the government has secrets,I am not sure if I can trust the government,8
How do I know the government isnt using the vaccine for some experimental reason and not Covid?,I am not sure if I can trust the government,8
I dont trust the government to not use the vaccine as an excuse to do some strange experiment on me?,I am not sure if I can trust the government,8
"Our Government knew about COVID in advance and didn’t warn it’s citizens, I will never put my trust in them again.",I am not sure if I can trust the government,8
"The government always lies, why will this time be different?",I am not sure if I can trust the government,8
the government doesn't inspire me trust,I am not sure if I can trust the government,8
I don't trust the government much I hope they are sincere,I am not sure if I can trust the government,8
I don't trust the government,I am not sure if I can trust the government,8
"Politicians lie all the time, why should I believe what they are saying now?",I am not sure if I can trust the government,8
the government is not to be trusted,I am not sure if I can trust the government,8
Can we really trust the Government to give us the right advice about Covid?,I am not sure if I can trust the government,8
I don't trust this government and its vaccines much,I am not sure if I can trust the government,8
should i trust in the government?,I am not sure if I can trust the government,8
The health administration worked in a hurry and I am not sure of the efficacy of the vaccine,I am not sure if I can trust the government,8
The President caused all this.,I am not sure if I can trust the government,8
No person can fully trust the government .,I am not sure if I can trust the government,8
"Who made the vaccine? Companies from government i guess, im not sure if can trust them",I am not sure if I can trust the government,8
I miss trust in the government,I am not sure if I can trust the government,8
is the government doing its job well? I do not trust,I am not sure if I can trust the government,8
the government wants to kill us all to reduce expenses,I am not sure if I can trust the government,8
is the government saying the truth?,I am not sure if I can trust the government,8
The government is not trustworthy,I am not sure if I can trust the government,8
is there a problem if i dont want to trust my government?,I am not sure if I can trust the government,8
I am not sure if I can trust the government,I am not sure if I can trust the government,8
The leaders of the US give us conflicting information,I am not sure if I can trust the government,8
is the government trying to protect us?,I am not sure if I can trust the government,8
the government is suspect,I am not sure if I can trust the government,8
How can I be sure that the government is being honest about vaccine side effects?,I am not sure if I can trust the government,8
I don't think I can trust the government they seem to put the economy before people's lives.,I am not sure if I can trust the government,8
Information from the government seems to change all the time.  Which one do I believe,I am not sure if I can trust the government,8
Should we believe what the Government are saying about Covid?,I am not sure if I can trust the government,8
"The government has generated a lot of information in this pandemic, some of the data has been contradictory, and I am not certain about the approval protocols for the vaccine. I have many doubts.",I am not sure if I can trust the government,8
The government isn’t following scientific advice so how can we know what they’re saying is correct?,I am not sure if I can trust the government,8
do i have to  trust the government?,I am not sure if I can trust the government,8
How can I trust the government when so many people have died as a result of their mishandling of the pandemic?,I am not sure if I can trust the government,8
How do I know the government didnt create a fake vaccine?,I am not sure if I can trust the government,8
Is there a reason to be worried about blood clots after getting the vaccine?,I am worried about blood clots as a result of the vaccine,96
Getting a blood clot is a big worry for me,I am worried about blood clots as a result of the vaccine,96
Blood clots are a real concern from me from the vaccine,I am worried about blood clots as a result of the vaccine,96
"I've heard that there are several different vaccines available, do they all cause blood clots or is just certain ones?",I am worried about blood clots as a result of the vaccine,96
Is blood clotting a real worry?,I am worried about blood clots as a result of the vaccine,96
what are the odds I will get a blood clot from the vaccine?,I am worried about blood clots as a result of the vaccine,96
Are blood clots one of the side effects,I am worried about blood clots as a result of the vaccine,96
There are many fears about what will happen after I get this vaccine including blood clots.,I am worried about blood clots as a result of the vaccine,96
is it possible that the vaccine causes blood clots ?,I am worried about blood clots as a result of the vaccine,96
What is my risk of getting a fatal blood clot after having the vaccine?,I am worried about blood clots as a result of the vaccine,96
will this particular vaccine give me blood clots?,I am worried about blood clots as a result of the vaccine,96
Johnson's vaccine has been pulled right now due to clots in the blood.  I might get one too and die,I am worried about blood clots as a result of the vaccine,96
what to do if i have blood clots after the vaccine,I am worried about blood clots as a result of the vaccine,96
Are there proven statistics that indicate that the risk of getting blood clots after the covid-19 vaccine is relatively low?,I am worried about blood clots as a result of the vaccine,96
It is concerning that vaccines are causing thrombosis.,I am worried about blood clots as a result of the vaccine,96
What is the vaccine that causes side effects in the blood?,I am worried about blood clots as a result of the vaccine,96
all vaccinations result in blood clots?,I am worried about blood clots as a result of the vaccine,96
It really concerns me that I'll get a blood clot if I have the vaccine.,I am worried about blood clots as a result of the vaccine,96
How likely am I to die from a blood clot after having the covid vaccination?,I am worried about blood clots as a result of the vaccine,96
Who got blood clots after being vaccinated?,I am worried about blood clots as a result of the vaccine,96
Does the vaccine cause blood clots?,I am worried about blood clots as a result of the vaccine,96
How concerned should I be in getting blood clots if I receive the covid-19 vaccine?,I am worried about blood clots as a result of the vaccine,96
Blood clots is one of the effects that sincerely worries me and makes me doubt about this vaccine because of this consequence.,I am worried about blood clots as a result of the vaccine,96
I'm scared I will get blood clots if I get the shot.,I am worried about blood clots as a result of the vaccine,96
"I've heard that people have died from blood clots formed as a result of taking the vaccine, is that right?",I am worried about blood clots as a result of the vaccine,96
Should I be worried about blood clots after I get the vaccine?,I am worried about blood clots as a result of the vaccine,96
what about blood clots,I am worried about blood clots as a result of the vaccine,96
Should I be worried about getting a blood clot after having the vaccine?,I am worried about blood clots as a result of the vaccine,96
is the vaccine dangerous? I'm worried they cause blood clots,I am worried about blood clots as a result of the vaccine,96
Ive heard the vaccine can give you blood clots,I am worried about blood clots as a result of the vaccine,96
Why are some people getting blood clots and others are not? How will I know if its me who is at risk?,I am worried about blood clots as a result of the vaccine,96
Am I in a high risk group for getting a blood clot after having the vaccine?,I am worried about blood clots as a result of the vaccine,96
What are the side effects? is it true that blood clots are a side effect?,I am worried about blood clots as a result of the vaccine,96
"The J&J vaccine is giving some people blood clots, wont the other vaccines have the same reaction?",I am worried about blood clots as a result of the vaccine,96
Supposedly the covid affects elderly people so I am sure without being vaccinated.,I am young and healthy so I don't think I should vaccinate,9
people my age don't need the vaccine,I am young and healthy so I don't think I should vaccinate,9
I am in great health and never get sick so why should I get the vaccine?,I am young and healthy so I don't think I should vaccinate,9
"I am young and health and and dont want to introduce any viruses into my system so I can stay that way, why should I take the vaccine if I dont need it?",I am young and healthy so I don't think I should vaccinate,9
I am still young and I think I can bear the virus if I see it unnecessary to vaccinate,I am young and healthy so I don't think I should vaccinate,9
I am young and healthy I will not get vaccinated I can with that alone,I am young and healthy so I don't think I should vaccinate,9
Is it worth getting the vaccine since I'm unlikely to get ill from coronavirus because I'm too young and fit?,I am young and healthy so I don't think I should vaccinate,9
"The virus affects older people more, young people do not have to be locked up for months if it does not affect us",I am young and healthy so I don't think I should vaccinate,9
"I am young and healthy so I donÕt think I should vaccinate, it is dangerous",I am young and healthy so I don't think I should vaccinate,9
"im a rock! i have 25 years and i dont need this ""rarely"" vaccine",I am young and healthy so I don't think I should vaccinate,9
I am young and healthy so I don't think I should vaccinate,I am young and healthy so I don't think I should vaccinate,9
if i'm healthy should i take the vaccinate?,I am young and healthy so I don't think I should vaccinate,9
I dont think I need the vaccine as I am young and well,I am young and healthy so I don't think I should vaccinate,9
I don't think I need this.,I am young and healthy so I don't think I should vaccinate,9
"i am young and full of health , no virus can gets me and i am not afraid of it , i won't take the vaccine",I am young and healthy so I don't think I should vaccinate,9
we should all get vaccinated to prevent disease.,I am young and healthy so I don't think I should vaccinate,9
Do healthy people really need this?,I am young and healthy so I don't think I should vaccinate,9
"I don't have any disease and I'm young, why get vaccinated?",I am young and healthy so I don't think I should vaccinate,9
"I do not have any conditions, I do not consider that I should be vaccinated",I am young and healthy so I don't think I should vaccinate,9
Should people that are healthy get the vaccine?,I am young and healthy so I don't think I should vaccinate,9
There are not enough vaccines I am young let someone else go,I am young and healthy so I don't think I should vaccinate,9
Why would someone of my age need the vaccine,I am young and healthy so I don't think I should vaccinate,9
"The vaccine should also be mandatory for young people, we do not know if they already have a disease that has not yet manifested",I am young and healthy so I don't think I should vaccinate,9
the vaccine should not be mandatory for young people,I am young and healthy so I don't think I should vaccinate,9
I think I shouldn't get vaccinated since I'm still quite young and the virus doesn't affect me that much,I am young and healthy so I don't think I should vaccinate,9
Im not sure I need the vaccine as Im healthy and young,I am young and healthy so I don't think I should vaccinate,9
I am a young and quite healthy person I do not need to be vaccinated,I am young and healthy so I don't think I should vaccinate,9
Should i take the vaccinate even if i am healthy?,I am young and healthy so I don't think I should vaccinate,9
I dont think I should be vaccinated as I am young and healthy,I am young and healthy so I don't think I should vaccinate,9
does the youth really need the vaccine?,I am young and healthy so I don't think I should vaccinate,9
"I'm young and fit, so I don't think that I should be vaccinated.",I am young and healthy so I don't think I should vaccinate,9
I think young and healthy people should not get vaccinated,I am young and healthy so I don't think I should vaccinate,9
I am young and healthy so I donÕt think I should vaccinate,I am young and healthy so I don't think I should vaccinate,9
if i feel healthy and safe. Should i take this vaccinate?,I am young and healthy so I don't think I should vaccinate,9
people my age are not in danger,I am young and healthy so I don't think I should vaccinate,9
do adolescent need the vaccine? we strong and healthy,I am young and healthy so I don't think I should vaccinate,9
"JI do not know of anyone my age getting covid, so what is the need for me to get a shot",I am young and healthy so I don't think I should vaccinate,9
"Even in the strongest and healthiest young people, COVID can cause lifelong damage",I am young and healthy so I don't think I should vaccinate,9
my health tells me that I should not get vaccinated,I am young and healthy so I don't think I should vaccinate,9
"Well, getting vaccinated is everyone's decision, but by not doing it, you are also deciding for someone else.",I am young and healthy so I don't think I should vaccinate,9
it would be advisable to get vaccinated all for safety,I am young and healthy so I don't think I should vaccinate,9
I should not have to get the vaccine because I am never ill and am of a young age.,I am young and healthy so I don't think I should vaccinate,9
Covid 19 only affects people of old age,I am young and healthy so I don't think I should vaccinate,9
Shouldnt the vaccine be used for people who get sick and not those of us who have no health issues?,I am young and healthy so I don't think I should vaccinate,9
"I'm very healthy, I shouldn't get vaccinated",I am young and healthy so I don't think I should vaccinate,9
Can the elderly be vaccinated?,I am young and healthy so I don't think I should vaccinate,9
"Behind the vaccine are the world elites, that's why I do not trust",I distrust this vaccine,10
"The vaccine was rushed out too quickly, I really don't trust it's efficacy.",I distrust this vaccine,10
I don't trust the vaccine for COVID-19.,I distrust this vaccine,10
I'm not sure trust the vaccine.,I distrust this vaccine,10
What do I do if I distrust the vaccine?,I distrust this vaccine,10
There is no long-term information for this vaccine.,I distrust this vaccine,10
I distrust the vaccine a little and that is why I do not want to use it yet,I distrust this vaccine,10
I am not sure about this vaccine,I distrust this vaccine,10
I have a lot of mistrust in what this vaccine can do or if it has any effect on me,I distrust this vaccine,10
"The vaccine came out very quickly, that's why I don't trust it.",I distrust this vaccine,10
I strongly distrust the vaccine,I distrust this vaccine,10
I don't trust the cure,I distrust this vaccine,10
should i trust this vaccine?,I distrust this vaccine,10
I have my doubts bout the COVID-19 vaccine.,I distrust this vaccine,10
I don't trust the vaccine because the companies that make it are corrupt and are all about the money.,I distrust this vaccine,10
I don't like this vaccine,I distrust this vaccine,10
this vaccine does not give me confidence,I distrust this vaccine,10
"Some people claim there are strange things added to the vaccine to tract us,",I distrust this vaccine,10
This vaccine was rushed,I distrust this vaccine,10
I don't trust the vaccine at all,I distrust this vaccine,10
should i trust in this vaccine?,I distrust this vaccine,10
"I think the government is corrupt and the vaccine could be used to kill off some of the population, how can I make sure I get the real thing?",I distrust this vaccine,10
We should rather distrust why so much noise in the face of a flu,I distrust this vaccine,10
I think it depends on the company that is making the vaccine and the tests they are doing,I distrust this vaccine,10
Who made this vaccine? I need this to thust in this,I distrust this vaccine,10
I am suspicious of the vaccine as it could have side effects,I distrust this vaccine,10
I don't trust the vaccine because of how fast it was made,I distrust this vaccine,10
How do we know we can trust the vaccine,I distrust this vaccine,10
"Due to a lack of transparency, I'm not sure that I can trust this vaccine.",I distrust this vaccine,10
How do we know what is even in this vaccine I wouldnt trust it in my body?,I distrust this vaccine,10
what if i dont have confidence in the vaccine?,I distrust this vaccine,10
I distrust this vaccine,I distrust this vaccine,10
I have many doubts about this vaccine,I distrust this vaccine,10
the vaccine does not give me confidence,I distrust this vaccine,10
I think this vaccine is not 100% verified,I distrust this vaccine,10
"i won't take this vaccine . it's dangerous, man!",I distrust this vaccine,10
"All of the vaccine hype is just overkill, the virus isn't bad enough to warrant getting more shots.",I don't think the vaccine is necessary,12
I don’t work the public and I’m not a frontline worker so I shouldn’t need to get a vaccine.,I don't think the vaccine is necessary,12
don't see the reason to get the vaccine,I don't think the vaccine is necessary,12
The Chinese virus is not so deadly that I need to be vaccinated.,I don't think the vaccine is necessary,12
is the vaccine necessary ?,I don't think the vaccine is necessary,12
I've already had covid so there is no point in my getting the vaccine.,I don't think the vaccine is necessary,12
The vaccine is only for older people or for those who have pre-existing health problems.,I don't think the vaccine is necessary,12
"Until they can prove there aren't any long-term effects, I don't need to get one.",I don't think the vaccine is necessary,12
I'm fit and healthy and very unlikely to get sick from covid so what is the point of my getting the vaccine?,I don't think the vaccine is necessary,12
I cant see why we need to have a vaccine,I don't think the vaccine is necessary,12
Is Covid that dangerous that we must be vaccinated against it?,I don't think the vaccine is necessary,12
I don't think a vaccine is needed,I don't think the vaccine is necessary,12
the vaccine is futile,I don't think the vaccine is necessary,12
I'm more likely to get sick from the side effects of the vaccine than from the virus so there doesn't seem much point in getting vaccinated.,I don't think the vaccine is necessary,12
Why should I get vaccinated after all these months since I know I  have already been exposed and didnt get it?,I don't think the vaccine is necessary,12
"Is the vaccine necessary if you always wear a mask when you're out and about, keep six feet apart and don't go anywhere but essential places?",I don't think the vaccine is necessary,12
Why should I get vaccinated if I can still get Covid just like I can still get the flu after taking a vaccine?,I don't think the vaccine is necessary,12
its necessary?,I don't think the vaccine is necessary,12
People do not need to get vaccines.,I don't think the vaccine is necessary,12
is the vaccine necessary?,I don't think the vaccine is necessary,12
This vaccine is pointless.,I don't think the vaccine is necessary,12
Is the vaccine really necessary?,I don't think the vaccine is necessary,12
I don't think the vaccine is relevant to people,I don't think the vaccine is necessary,12
the vaccine is necessary?,I don't think the vaccine is necessary,12
Why do we even need a vaccine,I don't think the vaccine is necessary,12
is this vaccine necessary ?,I don't think the vaccine is necessary,12
A vaccine surely isn't necessary against Covid?,I don't think the vaccine is necessary,12
Those companies make me mistrust,I don't trust the companies producing the vaccines,13
The vaccine companies just want to make money.,I don't trust the companies producing the vaccines,13
I don't trust the companies producing the vaccines,I don't trust the companies producing the vaccines,13
Who is checking to make sure the vaccine producers can be trusted?,I don't trust the companies producing the vaccines,13
Big Pharma harms people,I don't trust the companies producing the vaccines,13
How reliable are the companies that created the vaccines?,I don't trust the companies producing the vaccines,13
How trustworthy are the companies producing the vaccines?,I don't trust the companies producing the vaccines,13
Those companies are very difficult to trust,I don't trust the companies producing the vaccines,13
I don't trust vaccines from certain companies,I don't trust the companies producing the vaccines,13
I don't think the companies that make the vaccines are that reliable.,I don't trust the companies producing the vaccines,13
The vaccine production companies can't be trusted.,I don't trust the companies producing the vaccines,13
are the companies making the vaccine trustworthy?,I don't trust the companies producing the vaccines,13
the companies that make vaccines are not to be trusted,I don't trust the companies producing the vaccines,13
sould i trust is these companies,I don't trust the companies producing the vaccines,13
How do we know the makers can be trusted,I don't trust the companies producing the vaccines,13
"I only want a vaccine made in the USA, how can I make sure that is what I am getting?",I don't trust the companies producing the vaccines,13
The vaccine companies don't care about me,I don't trust the companies producing the vaccines,13
i dont trust in pharmacy,I don't trust the companies producing the vaccines,13
What quality control checks are in place to ensure the vaccine is pure and not tainted?,I don't trust the companies producing the vaccines,13
Can companies making the vaccine be trusted,I don't trust the companies producing the vaccines,13
everal lawsuits were filed against vaccine manufacturers and healthcare providers by people who believed they had been injured by the diphtheria,I don't trust the companies producing the vaccines,13
I do not know anything about Merck or Pfizer.  Which company has had the most adverse reactions to what they make,I don't trust the companies producing the vaccines,13
Do the companies producing the vaccines have good reputations and proven track records?,I don't trust the companies producing the vaccines,13
I don't believe the firms that manufacture the vaccines,I don't trust the companies producing the vaccines,13
"I do not trust the companies that produce vaccines, but in order to be placed, they must go through a series of processes and protocols before placing them.",I don't trust the companies producing the vaccines,13
"Just as I do not trust the government or the World Health Organization, I do not trust the companies that developed the vaccine.",I don't trust the companies producing the vaccines,13
Am I wrong not to trust the companies producing the vaccines?,I don't trust the companies producing the vaccines,13
the companies that produce the vaccine do not trust me,I don't trust the companies producing the vaccines,13
"I'm not sure, because there are a lot of rumors about those vaccacines",I don't trust the companies producing the vaccines,13
i am afraid about the vaccine that this companies produce . it may be unsafe .,I don't trust the companies producing the vaccines,13
"These companies could be out to make a profit out of the whole pandemic, I cannot trust that the vaccine will be 100% safe for me and my family. Our body has probably developed some resistance to the virus and I don't think I will be trusting these companies with my life and my loved ones.",I don't trust the companies producing the vaccines,13
Im not sure we can trust the people making the vaccine,I don't trust the companies producing the vaccines,13
The companies that manufacture the vaccines are all for profit how do we know we can trust them?,I don't trust the companies producing the vaccines,13
The company that distributes the vaccine is not to be trusted,I don't trust the companies producing the vaccines,13
i think that the companies that make vaccines are sospicious,I don't trust the companies producing the vaccines,13
the companies maknig the vaccine are not trustworthy,I don't trust the companies producing the vaccines,13
should i trust the companies that produces the vaccines?,I don't trust the companies producing the vaccines,13
must be the most recognized companies,I don't trust the companies producing the vaccines,13
"With the rush to get vaccines out, how do I know that corners weren't being cut and that it was made safely?",I don't trust the companies producing the vaccines,13
China and Russia are trying to poison us with their vaccines.,I don't trust vaccines if they're from China or Russia,33
Vaccines from China are bad.,I don't trust vaccines if they're from China or Russia,33
They worked too fast so I don't trust the vaccine,I don't trust vaccines if they're from China or Russia,33
The origin of some vaccines is not very reliable,I don't trust vaccines if they're from China or Russia,33
is the vaccine totally safe for us?,I don't trust vaccines if they're from China or Russia,33
How do we know all countries have put their vaccines through rigorous testing. Some like China are not providing any independent proof that this has been done.,I don't trust vaccines if they're from China or Russia,33
The vaccine probably hasn't been tested properly yet I feel we are guinea pigs,I don't trust vaccines if they're from China or Russia,33
"which could be said to be the safest vaccines, from which laboratory?",I don't trust vaccines if they're from China or Russia,33
ok and do you have information about the russian vaccine?,I don't trust vaccines if they're from China or Russia,33
Russian vaccines are dangerous.,I don't trust vaccines if they're from China or Russia,33
Are vaccines from China or Russia trustworthy?,I don't trust vaccines if they're from China or Russia,33
If the vaccine if ts from China or Russia then I don't trust it.,I don't trust vaccines if they're from China or Russia,33
Not all vaccines that hit the market are efficient. they can have very bad effects.,I don't trust vaccines if they're from China or Russia,33
these vaccines may not work,I don't trust vaccines if they're from China or Russia,33
is it possible that some vaccines are of poor quality?,I don't trust vaccines if they're from China or Russia,33
these vaccines are not safe,I don't trust vaccines if they're from China or Russia,33
Chinese and Russian vaccines are not ones I trust.,I don't trust vaccines if they're from China or Russia,33
I am skeptical of these vaccines since some are of doubtful origin and their purpose or effects are unclear,I don't trust vaccines if they're from China or Russia,33
some vaccines are not from reliable sources,I don't trust vaccines if they're from China or Russia,33
I dont trust where they get the vaccine from,I don't trust vaccines if they're from China or Russia,33
Why should I trust the vaccine when it is manufactured in China or Russia?,I don't trust vaccines if they're from China or Russia,33
"Not all countries have the same standard of testing for vaccines, how do we know which ones can be trusted not to have serious side effects.",I don't trust vaccines if they're from China or Russia,33
Some vaccines have not been safe to use in humans,I don't trust vaccines if they're from China or Russia,33
We dont even know what the vaccine consists of we could be having anything injected into us,I don't trust vaccines if they're from China or Russia,33
The origin of some vaccines are from bad places,I don't trust vaccines if they're from China or Russia,33
why should i trust a vaccine from china or russia,I don't trust vaccines if they're from China or Russia,33
some vaccines may not be reliable,I don't trust vaccines if they're from China or Russia,33
If some of the vaccines are of unreliable origin.,I don't trust vaccines if they're from China or Russia,33
was this vaccine made in good terms?,I don't trust vaccines if they're from China or Russia,33
"I think we are getting the vaccines from overseas, how do I get to know where they are made",I don't trust vaccines if they're from China or Russia,33
"I believe that our government should not allow the entry of Russian or Chinese vaccines, they are not reliable.",I don't trust vaccines if they're from China or Russia,33
I personally dont trust anything that comes from Russia or China so I wouldnt want a vaccine from either country,I don't trust vaccines if they're from China or Russia,33
How can I know the origin of these  vaccines?,I don't trust vaccines if they're from China or Russia,33
You dont know what is in the vaccine,I don't trust vaccines if they're from China or Russia,33
"if you think it is of doubtful origin, better not to place it.",I don't trust vaccines if they're from China or Russia,33
Covid originated from China I dont want a vaccine from there I wouldnt trust it,I don't trust vaccines if they're from China or Russia,33
"I dont trust all of the makers of the vaccine, how do I know where to get one I do trust?",I don't trust vaccines if they're from China or Russia,33
"yes, vaccines showed side effects",I don't trust vaccines if they're from China or Russia,33
"Chinese and Russians produced these vaccines without the minimum security controls and under the darkest measures, they are not reliable.",I don't trust vaccines if they're from China or Russia,33
Some of the vaccines that they are offering us do not have a source that can be trusted a lot or the same is unknown,I don't trust vaccines if they're from China or Russia,33
Some of the vaccines are of questionable origin.,I don't trust vaccines if they're from China or Russia,33
the Chinese vaccine works?,I don't trust vaccines if they're from China or Russia,33
Vaccines from China and Russia are untrustworthy.,I don't trust vaccines if they're from China or Russia,33
some of the vaccine are usable,I don't trust vaccines if they're from China or Russia,33
How do I know the vaccine is the real stuff?,I don't trust vaccines if they're from China or Russia,33
Should I trust a vaccine if it is not made in the USA,I don't trust vaccines if they're from China or Russia,33
I think it have origins that are misguided or plain malicious,I don't trust vaccines if they're from China or Russia,33
"China started this whole problem, how can be sure I am not getting any vaccine made in China?",I don't trust vaccines if they're from China or Russia,33
I doubt they work as well as they say they do because they were created in a rush,I don't trust vaccines if they're from China or Russia,33
how do we know russian or chinese vaccines are safe,I don't trust vaccines if they're from China or Russia,33
Where are the vaccines made?,I don't trust vaccines if they're from China or Russia,33
is it safe to get a vaccine made in russia or china,I don't trust vaccines if they're from China or Russia,33
If the vaccine is from China I do not want it.,I don't trust vaccines if they're from China or Russia,33
I am only getting vaccines that are produced and made in the USA.,I don't trust vaccines if they're from China or Russia,33
We dont even know if the vaccine has been properly tested,I don't trust vaccines if they're from China or Russia,33
Are all vaccines trustworthy even if they are from China or Russia?,I don't trust vaccines if they're from China or Russia,33
What countries were the vaccines made in?,I don't trust vaccines if they're from China or Russia,33
Why should I trust that vaccine when it has come from countries that have not tested it properly or at all.,I don't trust vaccines if they're from China or Russia,33
How do find out if the vaccine I'm getting is of unreliable origins?,I don't trust vaccines if they're from China or Russia,33
"If some of the vaccines are of unreliable origin, they must comply with a series of steps",I don't trust vaccines if they're from China or Russia,33
The vaccines are not 100% certified .. It is a test.,I don't trust vaccines if they're from China or Russia,33
some of the vaccines are not to be trusted,I don't trust vaccines if they're from China or Russia,33
Are vaccines from China and Russia put through the same rigorous testing as in the USA?,I don't trust vaccines if they're from China or Russia,33
Some forms of the vaccine are unsafe because they have been developed in third-world countries,I don't trust vaccines if they're from China or Russia,33
Can we trust that all the vaccines are safe as some have been produced by completely new processes such as the Pfizer vaccine.,I don't trust vaccines if they're from China or Russia,33
How trustworthy are the drug companies that make them,I don't trust vaccines if they're from China or Russia,33
It has information about the Russian vaccine,I don't trust vaccines if they're from China or Russia,33
China and Russia constantly try to interfere and undermine our democracy the government would be irresponsible to accept any vaccines from these countries.,I don't trust vaccines if they're from China or Russia,33
I am not sure where the vaccine comes from.,I don't trust vaccines if they're from China or Russia,33
I do not know who makes the vaccine.,I don't trust vaccines if they're from China or Russia,33
can my children have it ?,I don't want my children to get the vaccine,14
Kids aren't really contracting Covid that way that adults are so they don't need to worry about getting vaccinated.,I don't want my children to get the vaccine,14
It is a difficult decision to allow my children to be vaccinated with something that is not safe.,I don't want my children to get the vaccine,14
