,text,label,text_word_count
1289,Are there any side effects?,2,5
1290,Can non symptomatic Covid positive people infect others,2,8
1291,Can you clarify what you mean by ?look at the safety concerns??,2,12
1292,Is third  shot iss,2,4
1293,"I have had anaphylactic reactions to medicine before, should I get the vaccine?",2,13
1294,"Even if the vaccines are not used in the U.S., it's interesting to learn of their good and not-so-good sides.",2,20
1295,Is there a data that compares natural immunity to vaccine immunity?,2,11
1296,is the phizer vaccine better than moderna?,2,7
1297,Does the vaccine protect against the delta variant?,2,8
1298,"I'm healthy, do I need the Covid vaccine?",2,8
1299,Will vitamin D prevent covid,2,5
1300,How many cases of COVID have there been in the US in total?,2,13
1301,do you speak spanish?,2,4
1302,Yashin to president in Russia,2,5
1303,Do vaccines work?,2,3
1304,Can I still get Delta variant after vaccination?,2,8
1305,Can I breastfeed my baby after vaccination,2,7
1306,What percentage of the population is vaccinated in the us,2,10
1307,are all vaccines safe?,2,4
1308,how long will covid be around,2,6
1309,How many people died from COVID,2,6
1310,What is the COVID case breakthrough rate in vaccinated people by age group?,2,13
1311,I want to obtain the article cited by CNN published by CNN and other news chaannels and quoted by CDC,2,20
1312,Does the vaccine still reduce transmission?,2,6
1313,is this approved by the fda?,2,6
1314,Did the ccp create covid,2,5
1315,what are the names of the 3 vaccines you mention,2,10
1316,COVID is no worst than a flu,2,7
1317,Breakthrough infection rates,2,3
1318,How many adverse reactions have occurred?,2,6
1319,what is covid death rate,2,5
1320,Long term,2,2
1321,Should I get the vaccine if I have already had covid,2,11
1322,Which vaccine is effective against the delta variant,2,8
1323,I have to travel from ireland to london next week. how should i behave?,2,14
1324,Hi! Is the vaccine recommended for people with autoimmune disease?,2,10
1325,How to cure Covid,2,4
1326,What type of antibodies develop,2,5
1327,How good is Coronavac?,2,4
1328,OOH OOH AHH AHH AHH,2,5
1329,My husband is a kidney transplant recipient with diabetes.  Can he be around non vaccinated people,2,16
1330,tubules,2,1
1331,Is Project Salus correc?,2,4
1332,Can I get pregnant after a COVID-19 vaccine?,2,8
1333,What about booster shots?,2,4
1334,What masks work and what masks don't work?,2,8
1335,Are you single?,2,3
1336,What are COVID-19 vaccines,2,4
1337,Vaccine candidates targeting N protein,2,5
1338,what is the usefulness of vaccine ?,2,7
1339,"mRNA gene therapy is TOXIC, and injure people and in some cases even kill!!!",2,14
1340,How dangerous is the virus to teens?,2,7
1341,Are MRNA vaccines safe for people with MS?,2,8
1342,case breakthrough,2,2
1343,"Ok, bye",2,2
1344,Am I gay?,2,3
1345,"If I get infected after vaccination, can I still infect other people?",2,12
1346,What is  data?,2,3
1347,How to prevent covid,2,4
1348,will covid-19 accelerate the great reset,2,6
1349,how many adults have had the vaccine?,2,7
1350,What is the ingredients in the moderna injection,2,8
1351,Did PERSON kill himself?,2,4
1352,do vaccines protect against delta variant,2,6
1353,is the vaccine approved for children?,2,6
1354,WHY do I need a booster?,2,6
1355,how do the vaccine work,2,5
1356,"Moderna or Pfizer,which is better?",2,5
1357,Can vaccinated individuals spread COVID-19,2,5
1358,I am taking copaxon for my MS,2,7
1359,is the covid vaccine safe for adolescents,2,7
1360,Did you have fun at event 201?,2,7
1361,Should i travel from ireland to London with my 20 yo son next week,2,14
1362,When will covid be over,2,5
1363,Is nausea a common side effect,2,6
1364,What is the reproduction rate if the virus?,2,8
1365,Does the vaccine prevent the spread,2,6
1366,what are the risks associated with carrying the delta variant from fully vaccinated to fully vaccinated,2,16
1367,Are you a boy?,2,4
1368,jsdfhasf,2,1
1369,Does the Pfizer vaccine stop you catching the virus,2,9
1370,vaccine sites,2,2
1371,Wie viele PERSON?,2,3
1372,Do you trust Dr. PERSON?,2,5
1373,asf,2,1
1374,Do you know Alexa?,2,4
1375,Beard mask,2,2
1376,Name,2,1
1377,should I get the COVID vaccine?,2,6
1378,Will the vaccine help to wake up the masses to flat earth?,2,12
1379,What about antibody enhanced infection,2,5
1380,Pvizer,2,1
1381,What about  ?,2,3
1382,FULLY vaccinated?,2,2
1383,Yeah,2,1
1384,If I already had covid 19 and have antibodies why do I need the vaccine,2,15
1385,does PERSON earn money with vaccines?,2,6
1386,Is COVID a hoax?,2,4
1387,what are my chances of dying from COVID,2,8
1388,Do you like chipotle,2,4
1389,Pfizer efficacy for delta variant,2,5
1390,where can I get an antibody test,2,7
1391,does the vaccine help against other disease,2,7
1392,Do children carry delta virus ?,2,6
1393,Can I have the vaccine if I have high blood cell counts,2,12
1394,how is the vaccin working?,2,5
1395,Why do the Jews hate white people?,2,7
1396,can you show me a chart of vaccination rates by education level,2,12
1397,Are you naked?,2,3
1398,Are LGBT more at risk for covid?,2,7
1399,what is a booster?,2,4
1400,Are you credible,2,3
1401,COVID has a 99.6% survival rate,2,6
1402,how many people have died from covid,2,7
1403,are vaccines safe for kids?,2,5
1404,Is COVID here to stay?,2,5
1405,Can a vaccinated person spread Covid,2,6
1406,why should I get the vaccine,2,6
1407,What if I'm pregnant?,2,4
1408,Why are they not treating for antibodies?,2,7
1409,Can I get long covid even if i am vaccinated?,2,10
1410,My pee pee itches,2,4
1411,Has the sars-cov2 virus been isolated in a laboratory ?,2,10
1412,should i travel from ireland to london next week?,2,9
1413,countries with highest vaccine ratio,2,5
1414,Why is the Johnson and Johnson vaccine only one shot,2,10
1415,How long do I have to quarantine if I test positive?,2,11
1416,What are the components in each vaccine,2,7
1417,enlarged heart,2,2
1418,what is the coverage in the usa?,2,7
1419,will sinovac be accepted at universities?,2,6
1420,This guy john thinks that masks should not be a thing.  Why os he so stupid?,2,16
1421,How likely is it that a fully vaccinated person could transmit COVID-19?,2,12
1422,can you speak korean,2,4
1423,Why not early treatment?,2,4
1424,WHy is the delta variant more dangerous?,2,7
1425,What brands are there?,2,4
1426,Have you had the vaccine yet chatbot?,2,7
1427,Convince me to get vaccinated,2,5
1428,Will I get blood clots?,2,5
1429,"I need a negative test to return to school after having had COVID, will I still test positive if I no longer have symptoms?",2,24
1430,Why aren't they effective,2,4
1431,how effective is Johnson & Johnson against Delta virus?,2,9
1432,Is the COVID vaccine safe for children?,2,7
1433,is it safe for my 10 year old to get vaccinated,2,11
1434,How about woman younger than 50?,2,6
1435,What is my level of exposure around 6 other people indoors?,2,11
1436,breast feeding,2,2
1437,"If I took pfizer, moderna, J&J, AstraZenica all at the same time, would I be immune?",2,16
1438,How long does natural immunity last?,2,6
1439,How many kinds of vaccines are there?,2,7
1440,what over the counter medications can I use to treat covid?,2,11
1441,What's in the covid vaccines?,2,5
1442,Is one vaccine better than another?,2,6
1443,Why do I need the vaccine if I have had covid,2,11
1444,Is the spike protein dangerous,2,5
1445,how's the vaccination rate in the united states?,2,8
1446,which company is developing a live attenuated corona vaccine?,2,9
1447,Why is the vaccine better to be vaccinated than not?,2,10
1448,What the Meaning of life?,2,5
1449,Do you believe in vaccine passports,2,6
1450,how many african americans got the covid-19 vaccine,2,8
1451,What is Covid-19?,2,3
1452,when the the,2,3
1453,is the shot still in trial,2,6
1454,What percentage of kids get long Covid,2,7
1455,Should people with natural immunity get the vaccine?,2,8
1456,how many doses,2,3
1457,"where can i get a covid test in syracuse, ks",2,10
1458,How many people died of Covid?,2,6
1459,Should someone with lupus get the mRNA Covid vaccine?,2,9
1460,what are the current trends in COVID-19 vaccines?,2,8
1461,When will vaccines be FDA approved?,2,6
1462,hydroxychloroquine Effective for COVID treatment?,2,5
1463,kjkjkj,2,1
1464,how many people have be have had reinfection from covid,2,10
1465,which is the best vaccination against delta variant?,2,8
1466,Which Vaccine is better - biontech or astra,2,8
1467,Monoclonal antibody,2,2
1468,Is vaccine fda approved?,2,4
1469,how long does natural immunity last after getting covid,2,9
1470,"My 12 year old child is small, should I wait for the vaccine for younger chikdden?",2,16
1471,Are you a Star Wars fan,2,6
1472,PERSON is a Satanist,2,4
1473,what will happen to my fertility,2,6
1474,Rate of myocarditis in teen,2,5
1475,Would you send me some articles on long covid?,2,9
1476,Is there any data on reinfection rates available?,2,8
1477,What are the risks for myocarditis,2,6
1478,can you tell me about the astrazeneca vaccine,2,8
1479,Pfizer or Moderna?,2,3
1480,Is the vaccine very safe?,2,5
1481,Do we need booster,2,4
1482,Does the vaccine prevent the spread of covid?,2,8
1483,Can vaccinated people  still get the coronavirus?,2,7
1484,Fever vaccine,2,2
1485,tested on animals?,2,3
1486,Thank you.  I am worried about this.,2,7
1487,is the vacine still in trails,2,6
1488,What is the Delta Variant,2,5
1489,what is a breakthrough infection?,2,5
1490,why do i need to wear a mask after getting hte vaccine,2,12
1491,"if a vaccinated patient is covid positive, how long must they quarintine",2,12
1492,Is coronavirus a common cold?,2,5
1493,How much profit does each vaccine generate?,2,7
1494,Does the profanity classifier pushed to production?,2,7
1495,Are there concerns about receiving the COVID vaccine during pregnancy?,2,10
1496,Should I get a vaccine?,2,5
1497,can pregnant women,2,3
1498,How contagious is the new delta variant?,2,7
1499,If I got Covid do I still need the vaccine,2,10
1500,how long until we reach herd imunity,2,7
1501,Can a vaccinated person still spread Covid-19?,2,7
1502,what are the chances of getting covid after being vaccinated,2,10
1503,I don't know?,2,3
1504,Why should I get a vaccine if I had Covid already?,2,11
1505,Do you know when DONDA is dropping?,2,7
1506,and what about pregnant women?,2,5
1507,Do i need the shot if I've already had covid?,2,10
1508,What are symptoms of the Delta virus,2,7
1509,There's more deaths than at any other time over past 20 years of VAERS,2,14
1510,biontech vs sinovac,2,3
1511,Do you like tacos?,2,4
1512,what are the differences between the different vaccines?,2,8
1513,What is your birthday,2,4
1514,quarantine if only one dose,2,5
1515,What's going on with the variants?,2,6
1516,Is the vaccine approved for use,2,6
1517,Why are people in the global north getting booster shots yet Africans have not yet been fully vaccinated?,2,18
1518,Is the covid variant dangerous for kids younger than 9 years old,2,12
1519,COVID-19 vaccination at school,2,4
1520,How is the fight against covid going?,2,7
1521,Perfect! I am glad it's helping people that need ir,2,10
1522,How can I help local communities,2,6
1523,What about the G5,2,4
1524,Can pregnant women get the vaccine?,2,6
1525,Vaccine killed,2,2
1526,how was the vaccine approved?,2,5
1527,should we be tested for corona before vaccination?,2,8
1528,What do they actually do?,2,5
1529,kawasaki disease,2,2
1530,What are my chances of getting Covid again after testing positive,2,11
1531,What is the yellow card reports,2,6
1532,will they install 5g,2,4
1533,You're not an AI,2,4
1534,How does the booster shot work?,2,6
1535,is the vaccine ok to use a cloth mask,2,9
1536,Can I protect myself by wearing a tinfoil hat?,2,9
1537,How many Americans have got vaccinated?,2,6
1538,Why do we need a vaccine?,2,6
1539,BRUH,2,1
1540,Can dogs transmit COVID?,2,4
1541,How severe Covid breakthroughs vaccinated individuals can have?,2,8
1542,multiple sclerosis and the covid vaccine,2,6
1543,Can I still get covid after I get vaccinated?,2,9
1544,What vaccines use viral vector,2,5
1545,How effective is the JnJ vaccine?,2,6
1546,Is a free floating spike protein that crosses the blood brain barrier the same thing as a prion?,2,18
1547,Slappy pants,2,2
1548,should a person with covid antibodies get the vaccine?,2,9
1549,Has the vaccine been extremely well tested,2,7
1550,when will this pandemic end,2,5
1551,Where did COVID start?,2,4
1552,i had the vaccine. can i give someone the virus?,2,10
1553,Why are they calling gene therapy a vaccine?  Aren't they different?,2,11
1554,pericarditis,2,1
1555,do vaccines protect from the delta variant,2,7
1556,how can you help me?,2,5
1557,mycocarditis,2,1
1558,Diabetes and vaccine,2,3
1559,is ivermectin safe?,2,3
1560,Can unvaccinated infect children,2,4
1561,Do people without symptoms spread covid19,2,6
1562,Vaccine and Hashimoto disease.,2,4
1563,Contagious,2,1
1564,do i need to wear a mask after being vaccinated,2,10
1565,after getting the vaccine - if i meet a person who is positive for COVID - should I go to quarantine?,2,21
1566,Gotcha!,2,1
1567,How vaccine will make me feel better?,2,7
1568,In what states has vaccine trials run?,2,7
1569,What's up?,2,2
1570,McDonald's or KFC?,2,3
1571,"If someone who already has had COVID, do they still need the vaccine?",2,13
1572,yes i did,2,3
1573,What's the mortality rate of covid?,2,6
1574,Operating system,2,2
1575,COVID is a parasite correct?,2,5
1576,Que es el covid-19,2,4
1577,I lost my vaccination card. How can I get a new one,2,12
1578,What testing has been done on the vaccines,2,8
1579,does covid19 cause infantility,2,4
1580,Is ivermectin as good as the vaccine?,2,7
1581,does covid vaccination reduces case mortality? where to find the statistics?,2,11
1582,symptoms,2,1
1583,How Many adults are vaccinated?,2,5
1584,"If I am in good health and 60 years old, what are my odds of dying of COVID-19?",2,18
1585,What is an antibody test?,2,5
1586,Is there a sigma variant,2,5
1587,Do vaccinated people carry less of a viral load than un-vaccinated?,2,11
1588,Have the been adverse reactions,2,5
1589,I am pregnant -- should I get the vaccine?,2,9
1590,What are WHO certified vaccines?,2,5
1591,I HAVE THE CODIV-19 SHOT WILL I  NEED A BOOSTER SHOT,3,11
1592,Can you combine vaccins e.g Janssen and Astrazenica? What is the combined rate of protection against COVID?,3,17
1593,Are the shots free,3,4
1594,Can I get the vaccine if I'm pregnant?,3,8
1595,How long until I will be protected after taking the second dose of the vaccine?,3,15
1596,can children get the vaccine?,3,5
1597,Can I get my second shot the day after her isolation is over,3,13
1598,My mom is an antivaxer. How can I persuade her?,3,10
1599,When will booster shots become available?,3,6
1600,how long do i have to wait to get the vaccine after having covid,3,14
1601,when can you take vaccine after covid,3,7
1602,can a person receive a covid shot if they had fisher PERSON,3,12
1603,How do I get others to take the vaccine?,3,9
1604,Can I get a booster,3,5
1605,"older than 65, vaccinated two doses of Pfizer, do I need a reinforcement",3,13
1606,Should someone with Type II Diabetes receive a booster shot of the COVID 19 vaccine?,3,15
1607,Can I get a different vaccine for booster?,3,8
1608,when should i get the second dose,3,7
1609,"Hi, can I have a moderna shot, 5 months after Janssen?",3,11
1610,What are the recommendations and timeline for getting the third vaccine shot?,3,12
1611,If I have the PERSON vaccine what are my chances of catching COVID-19 Delta variant,3,15
1612,should i get a third vaccine?,3,6
1613,is vaccination under age of 12 safe?,3,7
1614,"For people vaccinated with Sinovac, do they need to get booster shots?",3,12
1615,If I had the Johnson & Johnson vaccine should I take another vaccine like Pfizer?,3,15
1616,how can i convince my mother to get the vaccine,3,10
1617,how long will my vaccine protect me?,3,7
1618,When will the vaccine be available for younger children?,3,9
1619,how many vaccines do i need,3,6
1620,When will a vaccine be available for my kids,3,9
1621,I love the vaccine.,3,4
1622,Should I get Moderna if I had surgery 1 month ago.,3,11
1623,where can i go to get a vaccine,3,8
1624,When can I get my booster?,3,6
1625,do i need a booster to protect me from variants?,3,10
1626,should i get all vaccines together?,3,6
1627,"Hello , I want to vaccinate my 13 years old daughter but we live in LOCATION ( we are from LOCATION ) and  for the 2nd dose , she couldn't enter in the US . What can I do , please ?",3,42
1628,Can you get the vaccine if you are sick with influenza,3,11
1629,How long before I need a booster shot,3,8
1630,I have MS.  Should I get the booster.  I had two Moderna vaccinations a few months ago.,3,17
1631,What are your recommendations PERSON fully vaccinated individuals still wear masks when in indoor spaces with folks that aren't  yet fully vaccinated?,3,22
1632,Are booster shots available in Chester County?,3,7
1633,"How can I increase the edficiancy of my vaccination, when I got already two Biontech injections?",3,16
1634,where can I get vaccinated in baltimore city?,3,8
1635,"Between Pfizier and PERSON, which vaccine is better ?",3,9
1636,"Hello chatbot, is ok to vaccine children ?",3,8
1637,How can I find a vaccine,3,6
1638,how do I convince patients to get vaccinated,3,8
1639,Are they going to give booster shots yet.,3,8
1640,Am I eligible for a booster?,3,6
1641,what is the best vaccination,3,5
1642,Can people who had Covid in the last 90 days receive a booster,3,13
1643,Are any adverse reactions associated to the covid 19 vaccine?,3,10
1644,where can i get the johnson and johnson vaccine,3,9
1645,I had the J&J shot and can only get the J&J shot because of allergies. When can I get a booster?,3,21
1646,Should I get an antibody test prior to getting a booster shot,3,12
1647,How soon can I get vaccinated after having covid,3,9
1648,where do I get the shot,3,6
1649,What are vaccination risks for an adolescent boy aged 16 years? Which vaccine is recommended?,3,15
1650,Can I get a Pfizer booster shot since I became fully vaccinated 6 months ago?,3,15
1651,which vaccine should I get if I am on the birth control pill?,3,13
1652,Do you have Johnson COVID vaccine and can I schedule a booster?,3,12
1653,I just recovered from infection and i wish to  get vaccinated tomorrow,3,12
1654,Can I get Moderna if I got Pfizer,3,8
1655,I got Johnson & Johnson,3,5
1656,is it ok to get two different vaccines,3,8
1657,Do I need a booster for Delta?,3,7
1658,How long do you have to wait to get your booster,3,11
1659,which vaccine should i get?,3,5
1660,Which vaccine should I get ?,3,6
1661,I love the vaccine,3,4
1662,Vaccination locations near me,3,4
1663,How soon can I get the vaccine after I had Covid,3,11
1664,I like the vaccine.,3,4
1665,Can I receive covid 19 and flu vaccine simultaneously?,3,9
1666,When can I get a booster? I work in education and am concerned about being with young children.,3,18
1667,will insurence cover my vaccine,3,5
1668,when will i need a booster dose,3,7
1669,can i take pfizzer vaccine as 2nd dose after 12 weeks from astrazenca 1st dose,3,15
1670,which vaccine is the best for a 15 year old,3,10
1671,I received the pfizer vaccine. what booster should I get?,3,10
1672,My child is 11 but I'm thinking about lying and saying that he is 12 so he can get vaccinated. Is this a bad idea?,3,25
1673,Do I need a booster for my J & J shot?,3,11
1674,How late may I get the 2nd dose of Pfizer?,3,10
1675,I am vaccinated. Can I now get other vaccinations?,3,9
1676,"If I live in LOCATION, where do I get a vaccine?",3,11
1677,What brand vaccine is best for 65 year old women diabetic,3,11
1678,can pets get vaccinated,3,4
1679,My parents don't want me to get vaccinated but I want to get vaccinated. How can I do this?,3,19
1680,Can I get my second dose from a different source,3,10
1681,I am a 39  year old healthcare worker. I got my second Moderna vaccination in February 2021. Should I receive a booster?,3,22
1682,Is it better to get AstraZeneca vaccine now or wait for mRNA vaccine?,3,13
1683,I'd like to get vaccines,3,5
1684,Can i have a vaccine in iran ?,3,8
1685,Where to get vacccin?,3,4
1686,Which vaccine is recommended for a cancer patient,3,8
1687,Hello! What is the best vaccine to receive,3,8
1688,Will they offer supplemental shots for those who received the Johnson and Johnson vaccine,3,14
1689,i got 2 pfizer vaccines.  will i need a booster,3,10
1690,How many times do I need to be vaccinated?,3,9
1691,On Avonex and an aromatase inhibitor (anastozole) is it Ok to take booster?,3,13
1692,why the hell won't people get vaccinated?,3,7
1693,Should I get the booster?,3,5
1694,can i get the vaccine as a minor?,3,8
1695,I have Johnson and Johnson vaccine. Should I get a booster,3,11
1696,"How soon, after getting Covid-19 and isolating for ten days, can one get a vaccine?",3,15
1697,What vaccine should I get,3,5
1698,Your answer was clear,3,4
1699,Where can I get booster,3,5
1700,Which booster should I take?,3,5
1701,can one be vaccinated by two types of vaccines,3,9
1702,I'm undocumented. Can I get the vaccine,3,7
1703,Is the Moderna booster available,3,5
1704,What age do i need to be to get the vaccine?,3,11
1705,Where can I get a vaccine in Baltimore?,3,8
1706,Can I mix and match vaccinations,3,6
1707,i need a booster how do i get one,3,9
1708,How many total shots should immune suppressed person get?,3,9
1709,When can young kids get their vaccines,3,7
1710,Can I just get the first vaccine and not the second?,3,11
1711,Do i need a booster,3,5
1712,where can you get vaccinated,3,5
1713,When should I get vaccinated?,3,5
1714,Would I need a booster shot after being vaccinated by Pfizer?,3,11
1715,Should I take a booster shot?,3,6
1716,I am vaccinated. Can I still get long COVID?,3,9
1717,when should i get the vaccine,3,6
1718,When is safe for a pregnant woman to get the shot?,3,11
1719,Should I get a third dose of the vaccine?,3,9
1720,when should. I get my booster?,3,6
1721,Can I take vaccine while I am on anticoagulant,3,9
1722,"I'm 56 years old and was vaccinated on April 8, 2021 (Johnson & Johnson). Do I need a booster?",3,19
1723,Hi I need to book for my second Covid dose of Pfizer,3,12
1724,how many doses do you need of the vaccine,3,9
1725,do i need a third shot of mRNA vaccine?,3,9
1726,what booster vaccine should I get,3,6
1727,What can I tell my friends to convince them to get vaccinated?,3,12
1728,"I'm double Vacc'ed. Dr think I need the booster. I took Moderna for the first 2, so should I wait for the Moderna to be approved by the FDA or go ahead with the Phizer?",3,35
1729,Could I get vaccinated while I am taking antibiotics?,3,9
1730,Should I get Pfizer or moderna,3,6
1731,Which vaccine and how many doses should  I get if I received already one dose of Sputnik V vaccine?,3,19
1732,where can i get the vaccine?,3,6
1733,How long will the Moderna vaccine last once I have my second shot?,3,13
1734,What kind of booster shot can I get if I have the J&J vaccine?,3,14
1735,Do you have available the J&J booster?,3,7
1736,"I got the janssen vaccine, am i protected against all variants?",3,11
1737,How can I get vaccination,3,5
1738,where are covid vaccination locations,3,5
1739,What is the best vaccine for a young woman (28 years old)?,3,12
1740,should i take the third vaccination for the dlta?,3,9
1741,Does the JNJ vaccine need a booster shot?,3,8
1742,When can I get a booster,3,6
1743,When will I need a booster dose?,3,7
1744,Sign up for child vaccine trial,3,6
1745,where can i get a covid-19 vaccine?,3,7
1746,which vaccine is safer ?,3,5
1747,Can we mix Pfizer and Moderna vaccine,3,7
1748,do i need a booster vaccination?,3,6
1749,What kind of medical conditions need a booster,3,8
1750,Should I mix and match booster,3,6
1751,which vacine should i get,3,5
1752,Which vaccine is the most effective?,3,6
1753,How Many days should I wait for vaccine second dose if I had covid,3,14
1754,When will my child be able to be vaccinated,3,9
1755,For how long stand the immunization ?,3,7
1756,can I get vaccinated,3,4
1757,I am 70 years old. and live in an area where many are unvaccinated.Would I be better off getting a third shot of the Moderna Vaccine now or waiting forthe booster approval?,3,32
1758,how do i geta vaccine,3,5
1759,I am fully vaccinated since March- Pfizer.,3,7
1760,Where I can get the covid vaccine in Houston?,3,9
1761,how long do i wait after having covid before getting the vaccine,3,12
1762,Do I need to show a driver's license to get a vaccine?,3,12
1763,when will moderna booster be available,3,6
1764,could I mix covid-19 vaccine to obtain better protection?,3,9
1765,When will a vaccine be available for my 2 year old?,3,11
1766,Do we need a booster yet?,3,6
1767,I am 25 and want to get vaccinated. Which vaccine should I get,3,13
1768,"I want to get vaccinated, but I am pregnant. What should I do?",3,13
1769,"I already got two shots, and I'm 50; should I get the third shot?",3,14
1770,is there available vaccine ?,3,5
1771,I have taken the 2 shot Naderna vaccine in April of 2021 do I need the booster shot?,3,18
1772,I had one dose of Pfizer 95 days ago. Can I still be protected getting a late second dose?,3,19
1773,Will I need to be vaccinated for covid every year ?,3,11
1774,Should a pregnant woman get a booster shot?,3,8
1775,Where are there vaccines available near me?,3,7
1776,I'm 17 years old. Can I get vaccinated?,3,8
1777,Can I mix and match boosters,3,6
1778,I have been vaccinated,3,4
1779,Do I need a third vaccine shot?,3,7
1780,"After 2 shots of Sinopharm vaccine , when can I take a Pfizer Vaccine ?",3,15
1781,what is the most effective vaccine against COVID-19?,3,8
1782,what is the best vaccine agains the delta variant?,3,9
1783,Should I get the booster shot?,3,6
1784,Which is the best shot to take Madonna or Pfizer,3,10
1785,Can we take Sputnik 2nd dose after 2 months gap?,3,10
1786,should i get a booster shot,3,6
1787,Vaccine near me,3,3
1788,"If I've gotten the Johnson and Johnson vaccine, can I get a different brand for a second dose?",3,18
1789,Vaccinations near me,3,3
1790,How can you convince someone to get vaccinated?,3,8
1791,When will vaccine be available for children under 12?,3,9
1792,where can i get a vaccine appointment,3,7
1793,Third dose for immunocompromised?,3,4
1794,What is the safest vaccine,3,5
1795,Can I take 3 doses?,3,5
1796,can my child get a covid vaccine,3,7
1797,if ive already had covid can i get the vaccine,3,10
1798,I am vacinated,3,3
1799,"ok, but will I need to continue to wear a mask after being vaccinated?",3,14
1800,Is celiac disease one of the autoimmune disorders that would qualify for the third  Pfizer booster vaccine?,3,17
1801,can i get all 3 vaccines,3,6
1802,When can I get a Covid booster shot?,3,8
1803,where can I book appointment for Childs covid vaccine?,3,9
1804,will i need a third shot of vaccin,3,8
1805,How do I convince people to get vaccinated?,3,8
1806,"I have received both my Moderna vaccines, when can I get a booster?",3,13
1807,I have already received the Johnson&Johnson Covid-19  vaccine which was only a 1 time dose. I would like to get the additional vaccine booster shot asap when there is an appointment available p,3,33
1808,when can my kids get vaccinated,3,6
1809,How can I get vaccination without my husband knowing?,3,9
1810,Can I get the Pfizer vaccine if I have already had the J and J vaccine?,3,16
1811,I'm a senior citizen. Can I get the Pfizer booster shot at your facility. My previous shots were  Moderna. Do you accept walk -in patients?,3,25
1812,"Ok, that's fair. But what if I want the best chance of preventing infection in order to protect others? Which vaccine is best then?",3,24
1813,How long after infection should I get second dose,3,9
1814,Can I get a third shot pFizer if I had Covid after the first 2 shots,3,16
1815,Who can I hold responsible if ?m hurt by the vaccine?,0,11
1816,I'm nervous about the vaccine.,0,5
1817,Will the vaccine give me an enlarged heart?,0,8
1818,I have Multiple Chemical Intolerances and am worried about triggering long term immune response from vaccination.  How do I find out if vaccination and which vaccine is for me?,0,29
1819,Can the mNRA vaccine cause long-term effects that are many years in humans?,0,13
1820,What is the covid death rate from people who have been vaccinated against covid?,0,14
1821,What are your thoughts about not getting the vaccine?,0,9
1822,Are the vaccines magnetic,0,4
1823,"Has the vaccine killed 6,000 people?",0,6
1824,Could I die getting the covid vaccine,0,7
1825,Is there microchips in vaccines,0,5
1826,How was the COVID vaccine made available to the public so fast?,0,12
1827,Are the vaccines made by aliens?,0,6
1828,They are poison,0,3
1829,worst vaccine,0,2
1830,I think the vaccine was rushed - what can you tell me about that,0,14
1831,I am scared of the COVID vaccine,0,7
1832,Can someone die from getting the vaccine?,0,7
1833,How do I know to believe what I here about the vaccines are safe,0,14
1834,My immune system can deal with covid 19,0,8
1835,Same number of people get sick from vaccine as covid,0,10
1836,what are the risks of vaccination?,0,6
1837,What's the adverse effect rate of pfizer vaccine,0,8
1838,long term effects of vaccine,0,5
1839,not sure I should take the vaccine,0,7
1840,How many has the vaccine killed?,0,6
1841,"if the vaccine is safe and effective, why are the manufacturers immune from all liability??",0,15
1842,does the vaccine alter my DNA?,0,6
1843,Do the covid Vaccine cause death,0,6
1844,Why does the vaccine affect periods?,0,6
1845,How can I trust a vaccine developed by scientists who get paid by big pharma?,0,15
1846,What about millions who've died from vaccine?,0,7
1847,Does the vaccine change your RNA?,0,6
1848,Does the vaccine have long term effects?,0,7
1849,Does the vaccine cause ADE,0,5
1850,Can they track me through a vaccine?,0,7
1851,but still 113 people died so it's not 100% safe,0,10
1852,How many have died of vaccine?,0,6
1853,Will the vaccine kill people,0,5
1854,were the vaccines developed in aborted fetal cells,0,8
1855,Has anyone died from the vaccine,0,6
1856,Will the vaccine affect pregnancy?,0,5
1857,can the vaccine change my dna,0,6
1858,I'm worried I won't be able to get pregnant if i take it,0,13
1859,Pfizer side affects,0,3
1860,I gat the vaccine. but I still got covid. I don't think the vacine works,0,15
1861,Does the vaccine have graphene inside?,0,6
1862,How many Persons needed intensive care after the vaccination?,0,9
1863,how many vaccine-induced immune thromboses are there?,0,7
1864,i don't want a vaccine because the government is conspiring to sterilize us,0,13
1865,is grapheneoxide in the vaccine?,0,5
1866,Will I die from the vaccine,0,6
1867,Why does covid vaccine cause myocarditis,0,6
1868,how much testing did they really do on this vaccine?,0,10
1869,Tell me about microchips,0,4
1870,can the vaccine give me a blood clot,0,8
1871,How many deaths are linked to Covid19 vaccines,0,8
1872,What are the side effects of COVID-19 vaccines?,0,8
1873,Why are so many people dying after receiving the vaccine?,0,10
1874,Are there computer chips in the vaccines?,0,7
1875,My neighbor had a stroke because of the vaccine.,0,9
1876,how many covid vaccine deaths have been repoted,0,8
1877,Is the vaccine effective at all?,0,6
1878,does the vaccine result in infertility,0,6
1879,Can the vaccine hurt me,0,5
1880,Why are there so many vaccine injuries?,0,7
1881,pfizer cause ovarian cancer,0,4
1882,I'm evangelical and refuse to take it for religious reasons,0,10
1883,How can I decide about the covid 19 shots if I don't know the risks of getting them?,0,18
1884,Why are people dying from the MRNA VACCINE,0,8
1885,do people die from vaccine?,0,5
1886,How many people died from the covid-19 vaccines?,0,8
1887,"Are they safe, so early on?",0,6
1888,will mRNA Vaccines change my DNA?,0,6
1889,does vaccine install 5g tower,0,5
1890,bad side effects vaccine,0,4
1891,how safe are the vaccines,0,5
